sentence,sentence_preprocessed,sentence_length,word_freq,high_low_freq,word_level,long_word_count,is_complete_sentence,is_complete_context,is_blacklist,is_greylist
我和妹妹好奇的到處找尋氣泡的來源，突然一陣冰水從天而降，嘩啦！,我 和 妹妹 好奇 的 到處 找尋 氣泡 的 來源 突然 一 陣 冰水 從天而降 嘩啦,16,我(3033032) 和(1338337) 妹妹(15695) 好奇(13958) 的(16029838) 到處(19723) 找尋(4483) 氣泡(766) 的(16029838) 來源(18177) 突然(69636) 一(3701681) 陣(26383) 冰水(470) 從天而降(709) 嘩啦(1020),{'High': 16},"{'第1級': 5, 'Unknown': 4, '第4級': 3, '第3級': 1, '第6級': 1, '第4*級': 1, '第7級': 1}",1,Y,Y,N,N
嘩啦！,嘩啦,1,嘩啦(1020),{'High': 1},{'Unknown': 1},0,N,N,N,N
把我們都淋溼了，原來是隔壁的爸爸開玩笑潑過來的，我們也不甘示弱，馬上回敬一盆又一盆的水，隔壁立即傳來一陣陣尖叫聲，嘿！,把 我們 都 淋溼 了 原來 是 隔壁 的 爸爸 開玩笑 潑過來 的 我們 也 不甘示弱 馬上 回敬 一 盆 又 一 盆 的 水 隔壁 立即 傳來 一陣陣 尖叫聲 嘿,31,把(617773) 我們(979260) 都(1125846) 淋溼(57) 了(3199291) 原來(49649) 是(4642407) 隔壁(5622) 的(16029838) 爸爸(43983) 開玩笑(6899) 潑過來(4) 的(16029838) 我們(979260) 也(1590760) 不甘示弱(454) 馬上(39402) 回敬(534) 一(3701681) 盆(4204) 又(535555) 一(3701681) 盆(4204) 的(16029838) 水(86260) 隔壁(5622) 立即(28594) 傳來(15524) 一陣陣(1062) 尖叫聲(835) 嘿(5489),"{'High': 29, 'Low': 2}","{'第2級': 1, '第1級': 12, 'Unknown': 6, '第3*級': 2, '第4*級': 3, '第1*級': 2, '第7級': 1, '第5級': 4}",5,Y,Y,N,N
我們終於戰勝了！,我們 終於 戰勝 了,4,我們(979260) 終於(59622) 戰勝(4179) 了(3199291),{'High': 4},"{'第1級': 1, '第4級': 1, '第6級': 1, 'Unknown': 1}",0,Y,N,N,N
第二天，我們沿著中橫走走停停，爸爸說：中橫的景色非常優美，你們可要仔細欣賞喔！,第二 天 我們 沿 著 中橫 走走 停停 爸爸 說 中橫 的 景色 非常 優美 你們 可要 仔細 欣賞 喔,20,第二(98741) 天(330413) 我們(979260) 沿(19661) 著(1004687) 中橫(120) 走走(2459) 停停(422) 爸爸(43983) 說(1285247) 中橫(120) 的(16029838) 景色(3529) 非常(152032) 優美(4205) 你們(104323) 可要(1414) 仔細(27626) 欣賞(17817) 喔(24771),{'High': 20},"{'Unknown': 7, '第1級': 6, '第5級': 1, '第4*級': 3, '第1*級': 1, '第6級': 1, '第4級': 1}",0,Y,N,N,N
一路上，果然像爸爸說的，風景不但優美，而且空氣也很新鮮。,一 路 上 果然 像 爸爸 說 的 風景 不但 優美 而且 空氣 也 很 新鮮,16,一(3701681) 路(74635) 上(1233218) 果然(17751) 像(289494) 爸爸(43983) 說(1285247) 的(16029838) 風景(7771) 不但(40359) 優美(4205) 而且(180402) 空氣(18137) 也(1590760) 很(715675) 新鮮(9966),{'High': 16},"{'第1級': 8, '第4*級': 1, '第1*級': 2, '第2*級': 1, '第3級': 3, '第6級': 1}",0,Y,Y,N,N
曲曲折折的立霧溪像一把寶劍，把高高的山峰，經年累月的切割成壯麗的峽谷。,曲曲折折 的 立霧溪 像 一 把 寶劍 把 高高 的 山峰 經年累月 的 切割成 壯麗 的 峽谷,17,曲曲折折(160) 的(16029838) 立霧溪(125) 像(289494) 一(3701681) 把(617773) 寶劍(2360) 把(617773) 高高(4184) 的(16029838) 山峰(1371) 經年累月(503) 的(16029838) 切割成(269) 壯麗(1364) 的(16029838) 峽谷(1936),{'High': 17},"{'Unknown': 5, '第1級': 5, '第1*級': 1, '第2級': 2, '第7級': 2, '第6級': 2}",4,Y,N,N,N
溪水十分清澈，但是流得又快又急，丟一塊石頭下去馬上被沖走，媽媽說如果再流個幾百年，這山谷一定會更深，更壯觀。,溪水 十分 清澈 但是 流 得 又 快 又 急 丟 一 塊 石頭 下去 馬上 被 沖走 媽媽 說 如果 再 流 個 幾百 年 這 山谷 一定 會 更 深 更 壯觀,34,溪水(1482) 十分(63196) 清澈(2073) 但是(247988) 流(11907) 得(573721) 又(535555) 快(116207) 又(535555) 急(20730) 丟(10859) 一(3701681) 塊(54148) 石頭(17808) 下去(37843) 馬上(39402) 被(540683) 沖走(567) 媽媽(70492) 說(1285247) 如果(322121) 再(326207) 流(11907) 個(2296574) 幾百(5110) 年(514736) 這(2114032) 山谷(4906) 一定(138695) 會(1014977) 更(361676) 深(40153) 更(361676) 壯觀(2401),{'High': 34},"{'Unknown': 7, '第4級': 2, '第6級': 2, '第2級': 3, '第3*級': 3, '第1*級': 7, '第3級': 2, '第1級': 7, '第5級': 1}",0,Y,Y,N,N
此外，峽谷兩旁全是大理石峭壁，雖然堅硬，上面依舊長著碧綠的樹木小草，似乎在告訴我們做事別怕難，只要有恆心，一定會成功。,此外 峽谷 兩 旁 全 是 大理石 峭壁 雖然 堅硬 上面 依舊 長 著 碧綠 的 樹木 小 草 似乎 在 告訴 我們 做 事 別 怕 難 只要 有 恆心 一定 會 成功,34,此外(30247) 峽谷(1936) 兩(526190) 旁(39478) 全(178642) 是(4642407) 大理石(1935) 峭壁(1479) 雖然(152988) 堅硬(2551) 上面(33520) 依舊(10984) 長(107092) 著(1004687) 碧綠(637) 的(16029838) 樹木(6166) 小(318835) 草(11559) 似乎(85481) 在(3284238) 告訴(122898) 我們(979260) 做(411649) 事(385949) 別(78082) 怕(46704) 難(75701) 只要(99140) 有(2217079) 恆心(441) 一定(138695) 會(1014977) 成功(80266),{'High': 34},"{'第5級': 3, '第6級': 2, '第1級': 7, '第1*級': 7, '第2級': 2, '第7級': 3, 'Unknown': 6, '第4級': 1, '第2*級': 1, '第3級': 1, '第3*級': 1}",1,Y,Y,N,N
接著我們來到燕子口，腳下的溪水仍然急湍奔流，對面的大理石壁卻多了幾個黑黝黝的燕子洞，不時有燕子掠過，姿勢流暢優美。,接著 我們 來到 燕子口 腳 下 的 溪水 仍然 急湍 奔流 對面 的 大理 石壁 卻 多 了 幾 個 黑黝黝 的 燕子 洞 不時 有 燕子 掠過 姿勢 流暢 優美,31,接著(57062) 我們(979260) 來到(45261) 燕子口(23) 腳(47795) 下(329549) 的(16029838) 溪水(1482) 仍然(46200) 急湍(48) 奔流(545) 對面(7279) 的(16029838) 大理(849) 石壁(838) 卻(333007) 多(318992) 了(3199291) 幾(229415) 個(2296574) 黑黝黝(250) 的(16029838) 燕子(1553) 洞(18212) 不時(10714) 有(2217079) 燕子(1553) 掠過(1988) 姿勢(10376) 流暢(2589) 優美(4205),"{'High': 29, 'Low': 2}","{'第3*級': 1, '第1級': 9, 'Unknown': 8, '第1*級': 1, '第4級': 3, '第7級': 1, '第2*級': 1, '第6級': 6, '第5級': 1}",2,Y,N,N,N
當那小巧可愛的身子朝我飛來時，嘴裡還不時發出清脆動人的鳥鳴聲，快要衝到岩壁的一剎那，又咻！,當 那 小巧 可愛 的 身子 朝 我 飛來 時 嘴 裡 還 不時 發出 清脆 動人 的 鳥鳴聲 快 要 衝到 岩壁 的 一剎那 又 咻,27,當(294625) 那(754138) 小巧(939) 可愛(12593) 的(16029838) 身子(12257) 朝(59301) 我(3033032) 飛來(2335) 時(623734) 嘴(32376) 裡(520435) 還(625086) 不時(10714) 發出(29993) 清脆(1280) 動人(4951) 的(16029838) 鳥鳴聲(99) 快(116207) 要(851264) 衝到(2297) 岩壁(880) 的(16029838) 一剎那(1938) 又(535555) 咻(750),"{'High': 26, 'Low': 1}","{'Unknown': 9, '第1級': 6, '第6級': 3, '第2級': 1, '第3*級': 1, '第1*級': 4, '第4*級': 1, '第5級': 1, '第7級': 1}",2,Y,N,N,N
一聲，往旁飛得無影無蹤，全家人都不禁捏了一把冷汗。,一 聲 往 旁 飛 得 無影無蹤 全 家人 都 不禁 捏 了 一 把 冷汗,16,一(3701681) 聲(54182) 往(95775) 旁(39478) 飛(20449) 得(573721) 無影無蹤(1068) 全(178642) 家人(30861) 都(1125846) 不禁(16707) 捏(3204) 了(3199291) 一(3701681) 把(617773) 冷汗(1819),{'High': 16},"{'第1級': 3, 'Unknown': 3, '第2級': 3, '第1*級': 2, '第2*級': 1, '第7級': 1, '第6級': 3}",1,Y,N,N,N
據說那種鳥名叫春燕，在春分時特別多，因此，春天去燕子口是再好不過了！,據說 那 種 鳥 名叫 春 燕 在 春分 時 特別 多 因此 春天 去 燕子口 是 再 好 不過 了,21,據說(16336) 那(754138) 種(701563) 鳥(18798) 名叫(10798) 春(12629) 燕(3941) 在(3284238) 春分(326) 時(623734) 特別(91212) 多(318992) 因此(184606) 春天(8850) 去(479993) 燕子口(23) 是(4642407) 再(326207) 好(448428) 不過(186226) 了(3199291),"{'High': 20, 'Low': 1}","{'第4*級': 3, '第1級': 4, 'Unknown': 6, '第2級': 5, '第1*級': 2, '第3*級': 1}",1,Y,Y,N,N
不久，我們經過九曲洞。,不久 我們 經過 九曲洞,4,不久(34049) 我們(979260) 經過(64617) 九曲洞(12),"{'High': 3, 'Low': 1}","{'Unknown': 2, '第1級': 1, '第2級': 1}",1,Y,N,N,N
它完全是以人工挖掘而成，彎彎曲曲的，正是捉迷藏的好地方。,它 完全 是 以 人工 挖掘 而 成 彎彎曲曲 的 正 是 捉迷藏 的 好 地方,16,它(316854) 完全(115744) 是(4642407) 以(547785) 人工(6736) 挖掘(4389) 而(937923) 成(76470) 彎彎曲曲(469) 的(16029838) 正(179334) 是(4642407) 捉迷藏(478) 的(16029838) 好(448428) 地方(139164),{'High': 16},"{'第1*級': 2, '第3*級': 2, '第1級': 4, '第5級': 3, '第6級': 1, '第4*級': 1, 'Unknown': 3}",2,Y,Y,N,N
但施工當時，有很多人員在此殉難，政府特地立碑紀念，其中最有名的是靳衍橋旁的靳衍段長紀念碑。,但 施工 當時 有 很多 人員 在 此 殉難 政府 特地 立 碑 紀念 其中 最 有名 的 是 靳衍 橋 旁 的 靳衍 段 長 紀念碑,27,但(597124) 施工(1516) 當時(126214) 有(2217079) 很多(113128) 人員(49261) 在(3284238) 此(288458) 殉難(484) 政府(92663) 特地(5441) 立(17750) 碑(2554) 紀念(7956) 其中(95627) 最(421680) 有名(8977) 的(16029838) 是(4642407) 靳衍(Unknown) 橋(12169) 旁(39478) 的(16029838) 靳衍(Unknown) 段(95980) 長(107092) 紀念碑(1939),"{'High': 25, 'Low': 2}","{'第2級': 1, '第6級': 1, '第3*級': 2, '第1級': 4, 'Unknown': 8, '第5級': 3, '第1*級': 3, '第4級': 4, '第2*級': 1}",1,Y,Y,N,Y
過了天祥之後，時間也不早了，我們趕緊離開美麗的中橫，奔向回家的路。,過 了 天祥 之後 時間 也 不 早 了 我們 趕緊 離開 美麗 的 中橫 奔向 回家 的 路,19,過(412878) 了(3199291) 天祥(195) 之後(190467) 時間(213595) 也(1590760) 不(2282521) 早(62038) 了(3199291) 我們(979260) 趕緊(11897) 離開(71748) 美麗(24889) 的(16029838) 中橫(120) 奔向(1840) 回家(35375) 的(16029838) 路(74635),{'High': 19},"{'第1*級': 1, 'Unknown': 6, '第4級': 1, '第1級': 8, '第4*級': 1, '第2級': 1, '第3*級': 1}",0,Y,N,N,N
在平日繁忙的生活裡，不妨利用假日出去玩玩、走走，不但能舒緩緊張的情緒，更能增加知識，不是一舉兩得嗎？,在 平日 繁忙 的 生活 裡 不妨 利用 假日 出去 玩玩 走走 不但 能 舒緩 緊張 的 情緒 更 能 增加 知識 不 是 一舉兩得 嗎,26,在(3284238) 平日(6274) 繁忙(1789) 的(16029838) 生活(213189) 裡(520435) 不妨(9148) 利用(49229) 假日(2962) 出去(20922) 玩玩(974) 走走(2459) 不但(40359) 能(582260) 舒緩(1386) 緊張(27303) 的(16029838) 情緒(66126) 更(361676) 能(582260) 增加(48296) 知識(63665) 不(2282521) 是(4642407) 一舉兩得(308) 嗎(248249),{'High': 26},"{'第1*級': 4, '第4級': 2, '第6級': 3, '第1級': 5, '第3級': 2, '第5級': 2, '第3*級': 3, 'Unknown': 4, '第2級': 1}",1,Y,Y,N,N
就以我們這次來說，不但沒花太多錢，又紓解了緊張的生活壓力，更看到很多奇景，不是很愉快美好嗎？,就 以 我們 這 次 來 說 不但 沒 花 太多 錢 又 紓解 了 緊張 的 生活 壓力 更 看到 很多 奇景 不 是 很 愉快 美好 嗎,29,就(1737544) 以(547785) 我們(979260) 這(2114032) 次(331701) 來(742183) 說(1285247) 不但(40359) 沒(306167) 花(72593) 太多(30757) 錢(89883) 又(535555) 紓解(1786) 了(3199291) 緊張(27303) 的(16029838) 生活(213189) 壓力(40408) 更(361676) 看到(159419) 很多(113128) 奇景(515) 不(2282521) 是(4642407) 很(715675) 愉快(16600) 美好(17327) 嗎(248249),{'High': 29},"{'第1級': 12, '第5級': 1, '第2級': 2, '第3級': 2, 'Unknown': 5, '第1*級': 2, '第6級': 1, '第4級': 1, '第7級': 1, '第4*級': 2}",0,Y,Y,N,N
大家眼中的我.陳柏仁.父母眼中的我，是個營養過多的植物，一個電力太多的日光燈。,大家 眼 中 的 我 陳柏仁 父母 眼 中 的 我 是 個 營養 過多 的 植物 一 個 電力 太多 的 日光燈,23,大家(109692) 眼(71964) 中(1011729) 的(16029838) 我(3033032) 陳柏仁(Unknown) 父母(78215) 眼(71964) 中(1011729) 的(16029838) 我(3033032) 是(4642407) 個(2296574) 營養(10606) 過多(4697) 的(16029838) 植物(19121) 一(3701681) 個(2296574) 電力(3339) 太多(30757) 的(16029838) 日光燈(413),"{'High': 22, 'Low': 1}","{'第1級': 11, '第3*級': 2, 'Unknown': 8, '第3級': 1, '第5級': 1}",2,Y,N,N,Y
柏仁，不要再吃了！,柏仁 不要 再 吃 了,5,柏仁(2) 不要(101931) 再(326207) 吃(141660) 了(3199291),"{'Low': 1, 'High': 4}","{'Unknown': 3, '第1*級': 1, '第1級': 1}",0,Y,N,N,Y
柏仁，你應該開始運動啦！,柏仁 你 應該 開始 運動 啦,6,柏仁(2) 你(1414837) 應該(165478) 開始(245562) 運動(63153) 啦(51335),"{'Low': 1, 'High': 5}","{'Unknown': 1, '第1級': 1, '第1*級': 2, '第2級': 2}",0,Y,N,N,Y
哼！,哼,1,哼(7010),{'High': 1},{'第5級': 1},0,N,N,N,N
又說我壞話。,又 說 我 壞話,4,又(535555) 說(1285247) 我(3033032) 壞話(1407),{'High': 4},"{'第1*級': 1, '第1級': 2, 'Unknown': 1}",0,Y,N,N,N
叔叔眼中的我，是個常考第一名，老獲得校外名次的常勝軍。,叔叔 眼 中 的 我 是 個 常 考 第一 名 老 獲得 校 外 名次 的 常勝軍,18,叔叔(7370) 眼(71964) 中(1011729) 的(16029838) 我(3033032) 是(4642407) 個(2296574) 常(86207) 考(10056) 第一(172544) 名(136287) 老(75373) 獲得(54809) 校(14484) 外(109310) 名次(555) 的(16029838) 常勝軍(161),{'High': 18},"{'第2*級': 2, '第3*級': 1, 'Unknown': 3, '第1級': 7, '第1*級': 1, '第2級': 2, '第5級': 1, '第7級': 1}",1,Y,N,N,N
柏仁來，這一千元給你做獎學金。,柏仁 來 這 一千 元 給 你 做 獎學金,9,柏仁(2) 來(742183) 這(2114032) 一千(8320) 元(60807) 給(240485) 你(1414837) 做(411649) 獎學金(1642),"{'Low': 1, 'High': 8}","{'Unknown': 2, '第1級': 6, '第4級': 1}",1,Y,N,N,Y
謝謝叔叔！,謝謝 叔叔,2,謝謝(16562) 叔叔(7370),{'High': 2},"{'第1級': 1, '第2*級': 1}",0,Y,N,N,N
嘻嘻！,嘻嘻,1,嘻嘻(664),{'High': 1},{'Unknown': 1},0,N,N,N,N
各位，羨慕吧？,各 位 羨慕 吧,4,各(243023) 位(284809) 羨慕(4511) 吧(184477),{'High': 4},"{'第2級': 1, '第1級': 2, '第5級': 1}",0,Y,N,N,N
同學眼中的我，是個上知天文，下知地理，滿腹學問的小博士。,同學 眼 中 的 我 是 個 上 知 天文 下 知 地理 滿腹 學問 的 小 博士,18,同學(30250) 眼(71964) 中(1011729) 的(16029838) 我(3033032) 是(4642407) 個(2296574) 上(1233218) 知(108500) 天文(3177) 下(329549) 知(108500) 地理(7072) 滿腹(1122) 學問(9385) 的(16029838) 小(318835) 博士(24647),{'High': 18},"{'第1級': 8, '第3*級': 1, 'Unknown': 4, '第6級': 1, '第1*級': 1, '第4*級': 2, '第4級': 1}",0,Y,N,N,N
柏仁，這道數學題該怎麼算？,柏仁 這 道 數學題 該 怎麼 算,7,柏仁(2) 這(2114032) 道(141723) 數學題(110) 該(148369) 怎麼(143418) 算(33905),"{'Low': 1, 'High': 6}","{'Unknown': 3, '第1級': 2, '第4*級': 1, '第2級': 1}",1,Y,N,N,Y
喂！,喂,1,喂(7690),{'High': 1},{'第2*級': 1},0,N,N,N,N
柏油路，這個字該如何寫？,柏油路 這 個 字 該 如何 寫,7,柏油路(405) 這(2114032) 個(2296574) 字(75654) 該(148369) 如何(148068) 寫(113933),{'High': 7},"{'Unknown': 1, '第1級': 4, '第4*級': 1, '第5級': 1}",1,Y,N,N,N
班長，這題簡答題該如何答呀？,班長 這 題 簡答題 該 如何 答 呀,8,班長(1796) 這(2114032) 題(5872) 簡答題(23) 該(148369) 如何(148068) 答(11720) 呀(47302),"{'High': 7, 'Low': 1}","{'Unknown': 2, '第1級': 1, '第3*級': 1, '第4*級': 1, '第5級': 1, '第3級': 1, '第2級': 1}",1,Y,N,N,N
一個個問題直傳入我耳中，吵得我不知如何解決。,一個個 問題 直 傳入 我 耳 中 吵 得 我 不 知 如何 解決,14,一個個(6479) 問題(280782) 直(32801) 傳入(2145) 我(3033032) 耳(16140) 中(1011729) 吵(6390) 得(573721) 我(3033032) 不(2282521) 知(108500) 如何(148068) 解決(55725),{'High': 14},"{'Unknown': 5, '第1級': 4, '第4級': 3, '第3*級': 1, '第5級': 1}",1,Y,N,N,N
老師眼中的我，不僅是個最得力的好幫手，也是位品學兼優，為校爭光的好學生。,老師 眼 中 的 我 不僅 是 個 最 得力 的 好 幫手 也 是 位 品學兼優 為 校 爭光 的 好 學生,23,老師(88888) 眼(71964) 中(1011729) 的(16029838) 我(3033032) 不僅(43138) 是(4642407) 個(2296574) 最(421680) 得力(1283) 的(16029838) 好(448428) 幫手(1364) 也(1590760) 是(4642407) 位(284809) 品學兼優(183) 為(761341) 校(14484) 爭光(165) 的(16029838) 好(448428) 學生(115846),{'High': 23},"{'第1級': 11, '第3*級': 1, 'Unknown': 8, '第1*級': 1, '第6級': 1, '第5級': 1}",1,Y,Y,N,N
柏仁，你過來一下！,柏仁 你 過來 一下,4,柏仁(2) 你(1414837) 過來(18602) 一下(81077),"{'Low': 1, 'High': 3}","{'Unknown': 2, '第1級': 1, '第2級': 1}",0,Y,N,N,Y
你去教具室幫我拿。,你 去 教具室 幫 我 拿,6,你(1414837) 去(479993) 教具室(13) 幫(58356) 我(3033032) 拿(69263),"{'High': 5, 'Low': 1}","{'第1級': 4, 'Unknown': 1, '第2級': 1}",1,Y,N,N,N
那個陳柏仁哪，你幫我送這個去輔導室，另外。,那 個 陳柏仁 哪 你 幫 我 送 這 個 去 輔導室 另外,13,那(754138) 個(2296574) 陳柏仁(Unknown) 哪(64146) 你(1414837) 幫(58356) 我(3033032) 送(32804) 這(2114032) 個(2296574) 去(479993) 輔導室(170) 另外(48233),"{'High': 12, 'Low': 1}","{'第1級': 7, 'Unknown': 3, '第2級': 2, '第3級': 1}",2,Y,N,N,Y
各位同學，四年一班陳柏仁小朋友，代表全校參加臺南市，獲得全市第三名，現在請校長頒獎。,各 位 同學 四年一班 陳柏仁 小朋友 代表 全 校 參加 臺南市 獲得 全 市 第三 名 現在 請 校長 頒獎,20,各(243023) 位(284809) 同學(30250) 四年一班(18) 陳柏仁(Unknown) 小朋友(9889) 代表(58333) 全(178642) 校(14484) 參加(42962) 臺南市(655) 獲得(54809) 全(178642) 市(5149) 第三(50320) 名(136287) 現在(218744) 請(120629) 校長(14327) 頒獎(1100),"{'High': 18, 'Low': 2}","{'第2級': 6, '第1級': 4, 'Unknown': 5, '第4級': 2, '第5級': 1, '第2*級': 1, '第6級': 1}",4,Y,N,N,Y
哇！,哇,1,哇(7634),{'High': 1},{'第3級': 1},0,N,N,N,N
太好了，我又得獎了，老師、同學一直稱讚我呢！,太 好 了 我 又 得 獎 了 老師 同學 一直 稱讚 我 呢,14,太(181732) 好(448428) 了(3199291) 我(3033032) 又(535555) 得(573721) 獎(6328) 了(3199291) 老師(88888) 同學(30250) 一直(119877) 稱讚(6302) 我(3033032) 呢(204566),{'High': 14},"{'第1級': 6, 'Unknown': 4, '第1*級': 1, '第4級': 1, '第2級': 1, '第5級': 1}",0,Y,N,N,N
我在大家眼中有好有壞，但我要更努力，讓自己在大家眼中是個永遠的好學生。,我 在 大家 眼 中 有 好 有 壞 但 我 要 更 努力 讓 自己 在 大家 眼 中 是 個 永遠 的 好 學生,26,我(3033032) 在(3284238) 大家(109692) 眼(71964) 中(1011729) 有(2217079) 好(448428) 有(2217079) 壞(24641) 但(597124) 我(3033032) 要(851264) 更(361676) 努力(62566) 讓(526314) 自己(744739) 在(3284238) 大家(109692) 眼(71964) 中(1011729) 是(4642407) 個(2296574) 永遠(45362) 的(16029838) 好(448428) 學生(115846),{'High': 26},"{'第1級': 11, '第1*級': 3, '第3*級': 2, 'Unknown': 5, '第2*級': 1, '第2級': 3, '第4級': 1}",0,Y,Y,N,N
唱歌.員林國小二年十三班.張維書.人們在心情快樂或悲傷時，常會唱著不同的歌。,唱歌 員林 國小 二年十三班 張維書 人們 在 心情 快樂 或 悲傷 時 常 會 唱 著 不同 的 歌,19,唱歌(5901) 員林(200) 國小(4760) 二年十三班(Unknown) 張維書(Unknown) 人們(77778) 在(3284238) 心情(33611) 快樂(45366) 或(478077) 悲傷(9716) 時(623734) 常(86207) 會(1014977) 唱(18607) 著(1004687) 不同(159432) 的(16029838) 歌(18438),"{'High': 17, 'Low': 2}","{'第1*級': 7, 'Unknown': 4, '第3*級': 3, '第4*級': 1, '第3級': 2, '第5級': 1, '第1級': 1}",2,Y,Y,N,Y
快樂時，唱著輕快的歌，讓別人分享快樂；悲傷時，唱著悲哀的歌，把心裡的感受散發出來，就變得快樂了。,快樂 時 唱 著 輕快 的 歌 讓 別人 分享 快樂 悲傷 時 唱 著 悲哀 的 歌 把 心 裡 的 感受 散發出來 就 變 得 快樂 了,29,快樂(45366) 時(623734) 唱(18607) 著(1004687) 輕快(2149) 的(16029838) 歌(18438) 讓(526314) 別人(108427) 分享(19471) 快樂(45366) 悲傷(9716) 時(623734) 唱(18607) 著(1004687) 悲哀(5068) 的(16029838) 歌(18438) 把(617773) 心(180243) 裡(520435) 的(16029838) 感受(30399) 散發出來(548) 就(1737544) 變(80345) 得(573721) 快樂(45366) 了(3199291),{'High': 29},"{'第1*級': 8, '第3*級': 2, 'Unknown': 5, '第6級': 1, '第1級': 4, '第2級': 5, '第4級': 1, '第5級': 3}",1,Y,N,N,N
我小時候住在奶奶家，可是因為太頑皮了，常惹出麻煩來。,我 小時候 住 在 奶奶 家 可是 因為 太 頑皮 了 常 惹出 麻煩 來,15,我(3033032) 小時候(11054) 住(69815) 在(3284238) 奶奶(7101) 家(236822) 可是(125487) 因為(425061) 太(181732) 頑皮(1281) 了(3199291) 常(86207) 惹出(541) 麻煩(19949) 來(742183),{'High': 15},"{'第1級': 4, '第2級': 1, '第1*級': 5, '第2*級': 2, '第6級': 1, 'Unknown': 2}",1,Y,Y,N,N
有一次我跑到田裡，看見農藥瓶以為是汽水，差點喝了下去，還好一旁工作的爺爺發現得早，趕緊把我抱回家。,有 一 次 我 跑到 田 裡 看見 農藥瓶 以為 是 汽水 差點 喝 了 下去 還好 一 旁 工作 的 爺爺 發現 得 早 趕緊 把 我 抱回家,29,有(2217079) 一(3701681) 次(331701) 我(3033032) 跑到(12489) 田(14250) 裡(520435) 看見(56420) 農藥瓶(Unknown) 以為(58719) 是(4642407) 汽水(1238) 差點(7109) 喝(57552) 了(3199291) 下去(37843) 還好(6789) 一(3701681) 旁(39478) 工作(220164) 的(16029838) 爺爺(8572) 發現(175233) 得(573721) 早(62038) 趕緊(11897) 把(617773) 我(3033032) 抱回家(60),"{'High': 27, 'Low': 2}","{'第1級': 10, '第2級': 4, 'Unknown': 6, '第4*級': 2, '第1*級': 3, '第2*級': 2, '第4級': 1, '第3級': 1}",2,Y,N,N,N
從那天起，我便被送到姑姑家住。,從 那 天 起 我 便 被 送到 姑姑 家 住,11,從(496546) 那(754138) 天(330413) 起(96746) 我(3033032) 便(220860) 被(540683) 送到(10934) 姑姑(2913) 家(236822) 住(69815),{'High': 11},"{'第1*級': 2, '第1級': 4, '第3*級': 2, '第6級': 1, '第2級': 1, 'Unknown': 1}",0,Y,N,N,N
姑姑常帶我去菜市場或逛書店，也常放兒歌、童謠錄音帶給我聽，我很快的學會了唱歌、說話，常逗得姑姑笑得合不攏嘴。,姑姑 常 帶 我 去 菜市場 或 逛 書店 也 常 放 兒歌 童謠 錄音帶 給 我 聽 我 很 快 的 學會 了 唱歌 說話 常 逗 得 姑姑 笑 得 合不攏嘴,33,姑姑(2913) 常(86207) 帶(105786) 我(3033032) 去(479993) 菜市場(934) 或(478077) 逛(3332) 書店(8959) 也(1590760) 常(86207) 放(83587) 兒歌(594) 童謠(739) 錄音帶(2099) 給(240485) 我(3033032) 聽(138052) 我(3033032) 很(715675) 快(116207) 的(16029838) 學會(25720) 了(3199291) 唱歌(5901) 說話(53027) 常(86207) 逗(3037) 得(573721) 姑姑(2913) 笑(68493) 得(573721) 合不攏嘴(268),{'High': 33},"{'第3*級': 2, '第1*級': 6, '第1級': 10, 'Unknown': 7, '第3級': 2, '第2*級': 1, '第2級': 2, '第5級': 1, '第4*級': 1, '第6級': 1}",3,Y,Y,N,N
那段日子，真是我最快樂的時光。,那 段 日子 真 是 我 最 快樂 的 時光,10,那(754138) 段(95980) 日子(28378) 真(137497) 是(4642407) 我(3033032) 最(421680) 快樂(45366) 的(16029838) 時光(10444),{'High': 10},"{'第1級': 4, '第4級': 1, '第3*級': 1, '第1*級': 3, '第5級': 1}",0,Y,N,N,N
進幼稚園後，有一次，我在洗澡時突然冒出了幾句話：打死你也費九分，費八分，費七分，爸媽聽了這幾句話笑個不停。,進 幼稚園 後 有 一 次 我 在 洗澡 時 突然 冒出 了 幾 句 話 打死 你 也 費 九 分 費 八 分 費 七 分 爸 媽 聽 了 這 幾 句 話 笑 個 不停,39,進(40005) 幼稚園(3400) 後(422857) 有(2217079) 一(3701681) 次(331701) 我(3033032) 在(3284238) 洗澡(4561) 時(623734) 突然(69636) 冒出(4796) 了(3199291) 幾(229415) 句(87396) 話(148020) 打死(3829) 你(1414837) 也(1590760) 費(6222) 九(34506) 分(62224) 費(6222) 八(54961) 分(62224) 費(6222) 七(59385) 分(62224) 爸(16748) 媽(25984) 聽(138052) 了(3199291) 這(2114032) 幾(229415) 句(87396) 話(148020) 笑(68493) 個(2296574) 不停(20176),{'High': 39},"{'第1*級': 2, '第4*級': 4, '第1級': 21, '第2級': 4, '第2*級': 1, '第3*級': 2, '第4級': 1, 'Unknown': 4}",1,Y,N,N,N
